,index,sent=positive,sent=negative
164,salam,0.0008912641353400936,0.0003277073930949016
165,shame,2.2281597813102888e-10,0.0004915610077155452
166,martyrs,0.0006684481572090648,0.0004915610077155452
167,current,0.0006684481572090648,0.0009831218515774756
168,youth,0.0020053440259952377,0.0022939507685426235
169,move,0.0011140801134711226,0.0009831218515774756
170,abroad,0.0008912641353400936,0.0019662435393013366
171,employment,2.2281597813102888e-10,0.0001638537784742581
172,corruption,0.0026737919603883244,0.006062583904817423
173,peak,0.00044563217907803593,0.0001638537784742581
174,political,0.0031194239166503824,0.0029493652270251975
175,party,0.001782528047864209,0.003440926070887128
176,work,0.03587337270191163,0.003932486914749058
177,people,0.02161315010152578,0.013927557406608311
178,indifferent,2.2281597813102888e-10,0.0001638537784742581
179,government,0.008021375435533017,0.01065048511419544
180,ever,0.002896607938519353,0.0022939507685426235
181,sacrifice,0.0024509759822572957,0.0009831218515774756
182,lead,0.0008912641353400936,0.0008192682369568321
183,nobody,0.000222816200947007,0.0006554146223361887
184,notice,0.0006684481572090648,0.0003277073930949016
185,mistake,0.0011140801134711226,0.0004915610077155452
186,do,0.0055703996760917,0.0022939507685426235
187,overall,0.0006684481572090648,0.0006554146223361887
188,like,0.0256238377078843,0.009831217041092223
189,animation,0.003342239894781411,0.0001638537784742581
190,become,0.002228160004126267,0.0029493652270251975
191,independent,0.0008912641353400936,0.0006554146223361887
192,rule,0.002228160004126267,0.002785511612404554
193,hello,0.0024509759822572957,0.0006554146223361887
194,sir,0.014928670757594912,0.0032770724562664845
195,end,0.002228160004126267,0.0022939507685426235
196,ali,0.002228160004126267,0.0011469754661981191
197,vayo,0.0013368960916021514,0.003932486914749058
198,jasto,0.004010687829174498,0.005571023060955493
199,lagyo,0.003787871851043469,0.0008192682369568321
200,anyway,0.000222816200947007,0.0008192682369568321
201,problem,0.003787871851043469,0.0050794622170935635
202,waste,2.2281597813102888e-10,0.0018023899246806929
203,management,2.2281597813102888e-10,0.0006554146223361887
204,downfall,0.00044563217907803593,0.0006554146223361887
205,future,0.007575743479270959,0.002785511612404554
206,photo,0.00044563217907803593,0.0004915610077155452
207,pamphlet,0.000222816200947007,0.0001638537784742581
208,finally,0.0026737919603883244,0.0004915610077155452
209,chapter,2.2281597813102888e-10,0.0003277073930949016
210,ayo,0.00044563217907803593,0.0003277073930949016
211,b,0.00044563217907803593,0.0011469754661981191
212,democracy,0.0011140801134711226,0.0008192682369568321
213,aayo,0.0006684481572090648,0.0006554146223361887
214,ani,0.0035650558729124404,0.01065048511419544
215,tespaxi,0.000222816200947007,0.0001638537784742581
216,garen,2.2281597813102888e-10,0.0001638537784742581
217,tara,0.003787871851043469,0.008028827280265145
218,bs,0.000222816200947007,0.0003277073930949016
219,instability,0.000222816200947007,0.0003277073930949016
220,barema,0.004233503807305527,0.002457804383163267
221,detail,0.004456319785436556,0.0013108290808187624
222,banaunu,0.005124767719829643,0.0022939507685426235
223,na,0.0055703996760917,0.00819268089488579
224,confuse,0.0008912641353400936,0.0001638537784742581
225,able,0.0015597120697331804,0.0006554146223361887
226,kill,0.0006684481572090648,0.0022939507685426235
227,tanka,0.000222816200947007,0.0003277073930949016
228,prasad,0.0006684481572090648,0.0006554146223361887
229,acharya,0.00044563217907803593,0.0004915610077155452
230,hinduism,2.2281597813102888e-10,0.0001638537784742581
231,brahminhatya,2.2281597813102888e-10,0.0001638537784742581
232,brahmin,0.000222816200947007,0.0001638537784742581
233,big,0.009358271304319191,0.002457804383163267
234,sin,0.000222816200947007,0.0001638537784742581
235,hence,2.2281597813102888e-10,0.0001638537784742581
236,devout,2.2281597813102888e-10,0.0001638537784742581
237,hindu,0.0006684481572090648,0.0003277073930949016
238,codify,2.2281597813102888e-10,0.0001638537784742581
239,muluki,2.2281597813102888e-10,0.0003277073930949016
240,death,0.0011140801134711226,0.0016385363100600494
241,penalty,2.2281597813102888e-10,0.0001638537784742581
242,receive,0.000222816200947007,0.0003277073930949016
243,treatment,0.00044563217907803593,0.0001638537784742581
244,king,0.001782528047864209,0.0009831218515774756
245,change,0.009803903260581249,0.003932486914749058
246,later,0.000222816200947007,0.0001638537784742581
247,mahendra,0.0008912641353400936,0.0001638537784742581
248,repeal,2.2281597813102888e-10,0.0001638537784742581
249,antidiscrimination,2.2281597813102888e-10,0.0001638537784742581
250,law,0.00044563217907803593,0.0018023899246806929
251,opponent,2.2281597813102888e-10,0.0001638537784742581
252,claim,0.000222816200947007,0.0004915610077155452
253,find,0.0026737919603883244,0.0019662435393013366
254,control,0.00044563217907803593,0.0008192682369568321
255,dissent,2.2281597813102888e-10,0.0001638537784742581
256,leader,0.005124767719829643,0.002457804383163267
257,couldnt,0.00044563217907803593,0.0008192682369568321
258,cry,0.000222816200947007,0.0003277073930949016
259,topic,0.010917983151236392,0.0018023899246806929
260,world,0.003342239894781411,0.0022939507685426235
261,war,0.0020053440259952377,0.0008192682369568321
262,die,0.00044563217907803593,0.0011469754661981191
263,solder,2.2281597813102888e-10,0.0001638537784742581
264,story,0.014037406845070797,0.002457804383163267
265,wait,0.022727229992180922,0.0008192682369568321
266,black,0.0008912641353400936,0.0014746826954394059
267,feel,0.005347583697960671,0.002785511612404554
268,thats,0.0031194239166503824,0.00213009715392198
269,inhuman,2.2281597813102888e-10,0.0001638537784742581
270,living,0.000222816200947007,0.0004915610077155452
271,usa,0.0015597120697331804,0.002457804383163267
272,voice,0.003342239894781411,0.0008192682369568321
273,look,0.0026737919603883244,0.0032770724562664845
274,ranas,0.000222816200947007,0.0004915610077155452
275,janjati,2.2281597813102888e-10,0.0003277073930949016
276,treat,0.0013368960916021514,0.0013108290808187624
277,inhumanity,2.2281597813102888e-10,0.0001638537784742581
278,wipe,2.2281597813102888e-10,0.0001638537784742581
279,specially,0.00044563217907803593,0.0003277073930949016
280,newar,0.00044563217907803593,0.0003277073930949016
281,ta,0.004901951741698614,0.014582971865090884
282,sab,0.000222816200947007,0.004751754987852276
283,land,0.001782528047864209,0.0013108290808187624
284,nai,0.004010687829174498,0.012125167645781233
285,lutyo,2.2281597813102888e-10,0.0001638537784742581
286,bro,0.04701417160846307,0.007701120051023858
287,unemployment,2.2281597813102888e-10,0.0003277073930949016
288,fake,2.2281597813102888e-10,0.0004915610077155452
289,politician,0.0031194239166503824,0.0029493652270251975
290,sell,0.00044563217907803593,0.0006554146223361887
291,teared,2.2281597813102888e-10,0.0001638537784742581
292,listen,0.0011140801134711226,0.0006554146223361887
293,ton,0.000222816200947007,0.0001638537784742581
294,salute,0.005793215654222729,0.0001638537784742581
295,brave,0.002228160004126267,0.0001638537784742581
296,gorkhalies,2.2281597813102888e-10,0.0001638537784742581
297,shashan,0.000222816200947007,0.0003277073930949016
298,aantya,2.2281597813102888e-10,0.0001638537784742581
299,kasarii,2.2281597813102888e-10,0.0001638537784742581
300,tesko,0.00044563217907803593,0.0009831218515774756
301,panii,2.2281597813102888e-10,0.0003277073930949016
302,banunu,2.2281597813102888e-10,0.0001638537784742581
303,top,0.004010687829174498,0.0011469754661981191
304,preparation,0.000222816200947007,0.0001638537784742581
305,aba,0.002896607938519353,0.00491560860247292
306,feri,0.000222816200947007,0.00213009715392198
307,naya,0.00044563217907803593,0.0013108290808187624
308,suru,0.00044563217907803593,0.0011469754661981191
309,vako,0.0024509759822572957,0.0026216579977839105
310,cha,0.0024509759822572957,0.007209559207161928
311,tyo,0.002896607938519353,0.005571023060955493
312,pani,0.006238847610484787,0.01720462969902118
313,antya,2.2281597813102888e-10,0.0004915610077155452
314,hunalai,2.2281597813102888e-10,0.0003277073930949016
315,dherai,0.005124767719829643,0.005243315831714206
316,jana,0.0006684481572090648,0.003768633300128415
317,hudai,2.2281597813102888e-10,0.0014746826954394059
318,chan,0.000222816200947007,0.0018023899246806929
319,yespaxi,2.2281597813102888e-10,0.0001638537784742581
320,kasari,0.000222816200947007,0.002785511612404554
321,sasan,0.000222816200947007,0.0009831218515774756
322,ni,0.008467007391795074,0.010978192343436728
323,banau,0.0008912641353400936,0.0014746826954394059
324,lakhan,0.0015597120697331804,0.0006554146223361887
325,thapa,0.002896607938519353,0.004096340529369702
326,vdo,0.00044563217907803593,0.0009831218515774756
327,need,0.01782527847329829,0.004096340529369702
328,tri,2.2281597813102888e-10,0.0001638537784742581
329,agreement,0.0006684481572090648,0.0006554146223361887
330,delhi,0.00044563217907803593,0.0008192682369568321
331,rise,0.004010687829174498,0.0006554146223361887
332,bp,0.000222816200947007,0.0001638537784742581
333,koirala,0.00044563217907803593,0.0001638537784742581
334,establishment,0.000222816200947007,0.0003277073930949016
335,monarchy,2.2281597813102888e-10,0.0001638537784742581
336,ahile,0.0008912641353400936,0.0029493652270251975
337,sarkar,2.2281597813102888e-10,0.0018023899246806929
338,dhalna,2.2281597813102888e-10,0.0001638537784742581
339,yestai,0.0011140801134711226,0.0013108290808187624
340,uthnu,2.2281597813102888e-10,0.0001638537784742581
341,parxa,0.0013368960916021514,0.003768633300128415
342,ra,0.0055703996760917,0.012452874875022519
343,sabai,0.0024509759822572957,0.007537266436403215
344,janta,0.000222816200947007,0.0032770724562664845
345,saath,0.000222816200947007,0.0004915610077155452
346,hunu,0.0020053440259952377,0.002785511612404554
347,country,0.014928670757594912,0.012289021260401876
348,aankha,2.2281597813102888e-10,0.0001638537784742581
349,bata,0.0011140801134711226,0.005243315831714206
350,aasu,2.2281597813102888e-10,0.0001638537784742581
351,bad,0.002896607938519353,0.0036047796855077714
352,misinformation,2.2281597813102888e-10,0.0001638537784742581
353,hate,0.0013368960916021514,0.0019662435393013366
354,did,2.2281597813102888e-10,0.0001638537784742581
355,not,2.2281597813102888e-10,0.0008192682369568321
356,data,0.0011140801134711226,0.0006554146223361887
357,wrong,0.0013368960916021514,0.0016385363100600494
358,poor,0.0015597120697331804,0.002785511612404554
359,wasnt,2.2281597813102888e-10,0.0004915610077155452
360,watch,0.014260222823201826,0.0011469754661981191
361,was,2.2281597813102888e-10,0.0001638537784742581
362,are,2.2281597813102888e-10,0.0001638537784742581
363,arent,0.00044563217907803593,0.0009831218515774756
364,right,0.007575743479270959,0.0032770724562664845
365,isnt,0.0008912641353400936,0.0008192682369568321
366,is,2.2281597813102888e-10,0.0001638537784742581
367,good,0.04367193193649764,0.006062583904817423
368,raja,0.000222816200947007,0.0011469754661981191
369,lay,2.2281597813102888e-10,0.0014746826954394059
370,birod,2.2281597813102888e-10,0.0003277073930949016
371,garay,2.2281597813102888e-10,0.0001638537784742581
372,gara,0.000222816200947007,0.0009831218515774756
373,k,0.00958108728245022,0.010486631499574798
374,bhayo,0.00044563217907803593,0.0018023899246806929
375,baray,2.2281597813102888e-10,0.0001638537784742581
376,documentary,0.001782528047864209,0.0006554146223361887
377,banauna,0.0024509759822572957,0.0014746826954394059
378,paryo,0.004679135763567585,0.0036047796855077714
379,episode,0.001782528047864209,0.0001638537784742581
380,it,0.0011140801134711226,0.0004915610077155452
381,s,0.002896607938519353,0.0011469754661981191
382,bhoto,0.0006684481572090648,0.0001638537784742581
383,jatra,0.0006684481572090648,0.0001638537784742581
384,bhote,2.2281597813102888e-10,0.0003277073930949016
385,destroy,0.0006684481572090648,0.0016385363100600494
386,twsko,2.2281597813102888e-10,0.0001638537784742581
387,chaiyo,0.001782528047864209,0.0003277073930949016
388,start,0.0024509759822572957,0.0018023899246806929
389,prithivi,0.0006684481572090648,0.0001638537784742581
390,narayan,0.0011140801134711226,0.0006554146223361887
391,shah,0.0008912641353400936,0.0014746826954394059
392,son,2.2281597813102888e-10,0.0003277073930949016
393,grandson,2.2281597813102888e-10,0.0001638537784742581
394,suppose,0.000222816200947007,0.0001638537784742581
395,power,0.002896607938519353,0.0026216579977839105
396,come,0.00735292750113993,0.003113218841645841
397,heard,0.0011140801134711226,0.0006554146223361887
398,thing,0.008021375435533017,0.004587901373231632
399,many,0.00735292750113993,0.006554144748679354
400,unknown,0.0011140801134711226,0.0001638537784742581
401,haina,2.2281597813102888e-10,0.0016385363100600494
402,hola,0.0026737919603883244,0.0057348766755761366
403,recap,0.000222816200947007,0.0003277073930949016
404,bhanera,0.000222816200947007,0.0014746826954394059
405,sano,2.2281597813102888e-10,0.0014746826954394059
406,could,0.004233503807305527,0.0022939507685426235
407,better,0.0008912641353400936,0.0004915610077155452
408,recall,0.000222816200947007,0.0001638537784742581
409,pre,2.2281597813102888e-10,0.0004915610077155452
410,freedom,0.0020053440259952377,0.0008192682369568321
411,free,0.005124767719829643,0.0026216579977839105
412,banking,2.2281597813102888e-10,0.0004915610077155452
413,business,0.004010687829174498,0.006062583904817423
414,bank,0.0006684481572090648,0.004096340529369702
415,frauding,2.2281597813102888e-10,0.0001638537784742581
416,truth,0.003787871851043469,0.0016385363100600494
417,bhetina,2.2281597813102888e-10,0.0001638537784742581
418,maile,0.0020053440259952377,0.0032770724562664845
419,mcc,2.2281597813102888e-10,0.0003277073930949016
420,alli,2.2281597813102888e-10,0.0003277073930949016
421,garera,0.0008912641353400936,0.004096340529369702
422,halnus,2.2281597813102888e-10,0.0003277073930949016
423,hai,0.003787871851043469,0.0029493652270251975
424,rabi,0.0024509759822572957,0.0003277073930949016
425,dai,0.016265566626381085,0.006554144748679354
426,struggle,0.001782528047864209,0.0011469754661981191
427,r,0.0024509759822572957,0.00213009715392198
428,aaile,0.000222816200947007,0.0014746826954394059
429,vaira,2.2281597813102888e-10,0.0003277073930949016
430,banaunus,2.2281597813102888e-10,0.0006554146223361887
431,magh,0.0013368960916021514,0.0014746826954394059
432,gatey,2.2281597813102888e-10,0.0003277073930949016
433,birthday,0.00044563217907803593,0.0001638537784742581
434,always,0.012700510976284624,0.003932486914749058
435,aiile,2.2281597813102888e-10,0.0001638537784742581
436,aso,2.2281597813102888e-10,0.0001638537784742581
437,vairaxa,0.000222816200947007,0.0001638537784742581
438,distract,2.2281597813102888e-10,0.0001638537784742581
439,depress,2.2281597813102888e-10,0.0001638537784742581
440,hell,0.00044563217907803593,0.0011469754661981191
441,ragat,0.000222816200947007,0.0001638537784742581
442,tyag,2.2281597813102888e-10,0.0001638537784742581
443,faida,0.000222816200947007,0.0004915610077155452
444,vaneko,0.000222816200947007,0.0011469754661981191
445,bhrastacari,2.2281597813102888e-10,0.0001638537784742581
446,lagi,0.001782528047864209,0.003768633300128415
447,matra,0.0013368960916021514,0.0044240477586109895
448,ustai,2.2281597813102888e-10,0.0003277073930949016
449,pida,2.2281597813102888e-10,0.0004915610077155452
450,avab,2.2281597813102888e-10,0.0001638537784742581
451,lee,2.2281597813102888e-10,0.0003277073930949016
452,kahile,0.000222816200947007,0.0016385363100600494
453,dekhii,2.2281597813102888e-10,0.0001638537784742581
454,loan,0.000222816200947007,0.004096340529369702
455,dilaa,2.2281597813102888e-10,0.0001638537784742581
456,banaunun,2.2281597813102888e-10,0.0001638537784742581
457,nu,2.2281597813102888e-10,0.0008192682369568321
458,sajilo,0.000222816200947007,0.0014746826954394059
459,channle,2.2281597813102888e-10,0.0001638537784742581
460,vaya,2.2281597813102888e-10,0.0004915610077155452
461,ramro,0.008912639348057133,0.008356534509506432
462,tah,0.0008912641353400936,0.0009831218515774756
463,akai,2.2281597813102888e-10,0.0001638537784742581
464,gasara,2.2281597813102888e-10,0.0001638537784742581
465,launu,0.00044563217907803593,0.0003277073930949016
466,ne,0.00044563217907803593,0.0016385363100600494
467,sjilo,2.2281597813102888e-10,0.0001638537784742581
468,heerna,2.2281597813102888e-10,0.0001638537784742581
469,lai,0.008244191413664045,0.019334726689089546
470,nee,2.2281597813102888e-10,0.0004915610077155452
471,secomd,2.2281597813102888e-10,0.0001638537784742581
472,kahely,2.2281597813102888e-10,0.0001638537784742581
473,kahaelya,2.2281597813102888e-10,0.0001638537784742581
474,anime,2.2281597813102888e-10,0.0001638537784742581
475,jaso,2.2281597813102888e-10,0.0003277073930949016
476,xai,2.2281597813102888e-10,0.0004915610077155452
477,garum,0.000222816200947007,0.0001638537784742581
478,un,2.2281597813102888e-10,0.0003277073930949016
479,correct,0.000222816200947007,0.0006554146223361887
480,thumbnail,0.003787871851043469,0.0011469754661981191
481,middle,2.2281597813102888e-10,0.0016385363100600494
482,weird,2.2281597813102888e-10,0.0001638537784742581
483,paxi,0.00044563217907803593,0.00213009715392198
484,sakiyo,2.2281597813102888e-10,0.0003277073930949016
485,tiyo,2.2281597813102888e-10,0.0001638537784742581
486,vanu,2.2281597813102888e-10,0.0004915610077155452
487,nabujekooo,2.2281597813102888e-10,0.0001638537784742581
488,kuro,0.000222816200947007,0.0006554146223361887
489,dashrath,2.2281597813102888e-10,0.0001638537784742581
490,chand,0.00044563217907803593,0.0003277073930949016
491,ki,0.0024509759822572957,0.00491560860247292
492,ho,0.010249535216843306,0.01949858030371019
493,vakooo,2.2281597813102888e-10,0.0001638537784742581
494,vaye,0.0015597120697331804,0.003113218841645841
495,kina,0.001782528047864209,0.0050794622170935635
496,birodh,2.2281597813102888e-10,0.0003277073930949016
497,garekooo,2.2281597813102888e-10,0.0001638537784742581
498,answer,0.0008912641353400936,0.0006554146223361887
499,sukraraj,0.000222816200947007,0.0001638537784742581
500,le,0.0071301115230089016,0.02195638452301984
501,chai,0.0020053440259952377,0.0063902911340587105
502,kasto,0.0008912641353400936,0.0018023899246806929
503,contribution,0.0013368960916021514,0.0004915610077155452
504,deko,2.2281597813102888e-10,0.0004915610077155452
505,raixa,0.0008912641353400936,0.0008192682369568321
506,judda,2.2281597813102888e-10,0.0001638537784742581
507,samsher,2.2281597813102888e-10,0.0001638537784742581
508,bolayo,2.2281597813102888e-10,0.0001638537784742581
509,mareko,2.2281597813102888e-10,0.0001638537784742581
510,manxey,2.2281597813102888e-10,0.0001638537784742581
511,jpt,2.2281597813102888e-10,0.0004915610077155452
512,date,0.0008912641353400936,0.0013108290808187624
513,vanyo,2.2281597813102888e-10,0.0006554146223361887
514,timle,0.000222816200947007,0.0001638537784742581
515,ramrosanga,2.2281597813102888e-10,0.0001638537784742581
516,soltiii,2.2281597813102888e-10,0.0001638537784742581
517,writer,0.000222816200947007,0.0001638537784742581
518,yesto,0.0015597120697331804,0.004096340529369702
519,cover,0.001782528047864209,0.0006554146223361887
520,garnu,0.004456319785436556,0.0057348766755761366
521,tori,2.2281597813102888e-10,0.0001638537784742581
522,lekchan,2.2281597813102888e-10,0.0001638537784742581
523,kasri,2.2281597813102888e-10,0.0001638537784742581
524,dharma,0.00044563217907803593,0.0004915610077155452
525,bhakta,2.2281597813102888e-10,0.0008192682369568321
526,mathema,2.2281597813102888e-10,0.0003277073930949016
527,dirty,2.2281597813102888e-10,0.0004915610077155452
528,afulai,2.2281597813102888e-10,0.0003277073930949016
529,rakna,2.2281597813102888e-10,0.0001638537784742581
530,jaruri,2.2281597813102888e-10,0.0008192682369568321
531,theo,0.000222816200947007,0.0009831218515774756
532,desh,0.004456319785436556,0.011142045958057371
533,bhakti,2.2281597813102888e-10,0.0001638537784742581
534,kaha,0.00044563217907803593,0.0004915610077155452
535,kun,0.0011140801134711226,0.0008192682369568321
536,thau,0.000222816200947007,0.0016385363100600494
537,maa,0.00044563217907803593,0.0026216579977839105
538,fasi,2.2281597813102888e-10,0.0001638537784742581
539,diyo,2.2281597813102888e-10,0.0003277073930949016
540,mariyo,2.2281597813102888e-10,0.0001638537784742581
541,vanera,0.000222816200947007,0.002785511612404554
542,ajha,0.000222816200947007,0.0006554146223361887
543,hunthiyo,2.2281597813102888e-10,0.0003277073930949016
544,malai,0.0020053440259952377,0.0019662435393013366
545,chitta,2.2281597813102888e-10,0.0001638537784742581
546,bujena,2.2281597813102888e-10,0.0001638537784742581
547,thukeko,2.2281597813102888e-10,0.0001638537784742581
548,khe,2.2281597813102888e-10,0.0003277073930949016
549,hoina,0.0006684481572090648,0.00213009715392198
